sample	taxid	num_reads	rank	name	abundance
RH_S002__insert_270	1883	614183	genus	Streptomyces	0.029050012290548082
RH_S002__insert_270	1933	99664	species	Streptoalloteichus tenebrarius	0.005757405516570073
RH_S002__insert_270	2034	8791	genus	Curtobacterium	0.00041580222514496203
RH_S002__insert_270	2040	168615	genus	Aeromicrobium	0.00797525789930813
RH_S002__insert_270	2063	164422	genus	Kitasatospora	0.007776934758592304
RH_S002__insert_270	2242	84672	species	Halobacterium salinarum	0.0048913453192629365
RH_S002__insert_270	12916	244404	genus	Acidovorax	0.011559973499525571
RH_S002__insert_270	13687	1684385	genus	Sphingomonas	0.07966909691739243
RH_S002__insert_270	28122	15105	species	Fibrobacter intestinalis	0.0008725879989543964
RH_S002__insert_270	28898	15919	species	Campylobacter helveticus	0.0009196112780771291
RH_S002__insert_270	29524	52378	species	Porphyromonas circumdentaria	0.00302578048389496
RH_S002__insert_270	29580	86560	genus	Janthinobacterium	0.004094169105738586
RH_S002__insert_270	31988	40012	genus	Aminobacter	0.0018925126416221385
RH_S002__insert_270	32033	17507	family	Xanthomonadaceae	0.00882044719420401
RH_S002__insert_270	33877	291912	genus	Agromyces	0.013807036645036531
RH_S002__insert_270	33882	744816	genus	Microbacterium	0.03522877375993289
RH_S002__insert_270	33886	172610	genus	Rathayibacter	0.008164215911986338
RH_S002__insert_270	33922	18190	species	Mycoplasma agassizii	0.0010508027607401833
RH_S002__insert_270	34072	40438	genus	Variovorax	0.0019126618564909536
RH_S002__insert_270	36874	5786	species	Porphyromonas cangingivalis	0.0003342465516021276
RH_S002__insert_270	40323	140862	genus	Stenotrophomonas	0.006662579119368631
RH_S002__insert_270	40571	689228	species	Lentzea albidocapillata	0.03981543074103547
RH_S002__insert_270	41275	109401	genus	Brevundimonas	0.005174517032542827
RH_S002__insert_270	41985	116532	species	Agromyces fucosus	0.006731838774852944
RH_S002__insert_270	42197	389373	species	Actinosynnema pretiosum	0.02249336027255016
RH_S002__insert_270	42322	19336	species	Eubacterium ruminantium	0.0011170050677115
RH_S002__insert_270	44249	146940	genus	Paenibacillus	0.0069500601709476416
RH_S002__insert_270	46913	572860	genus	Devosia	0.027095491149646562
RH_S002__insert_270	48464	42892	species	Prosthecobacter fusiformis	0.002477791754462229
RH_S002__insert_270	48467	234683	species	Prosthecobacter debontii	0.01355720419454582
RH_S002__insert_270	49280	227481	species	Gelidibacter algens	0.013141157933806357
RH_S002__insert_270	53254	38837	species	Bosea thiooxidans	0.0022435418811911217
RH_S002__insert_270	53335	44737	genus	Pantoea	0.002115998651610757
RH_S002__insert_270	53355	167838	genus	Terrabacter	0.007938506866554446
RH_S002__insert_270	55080	45495	genus	Brevibacillus	0.0021518510104618412
RH_S002__insert_270	57028	61156	species	Algoriphagus ratkowskyi	0.0035328693587590243
RH_S002__insert_270	59732	207709	genus	Chryseobacterium	0.009824350401846765
RH_S002__insert_270	60919	97787	genus	Sanguibacter	0.004625190784922125
RH_S002__insert_270	64969	67416	species	Oceanospirillum multiglobuliferum	0.0038944980163859375
RH_S002__insert_270	68287	699030	genus	Mesorhizobium	0.03306315884917334
RH_S002__insert_270	72806	128599	species	Williamsia maris	0.007428927115361563
RH_S002__insert_270	75309	203819	genus	Rhodanobacter	0.009640358744946082
RH_S002__insert_270	75654	89063	genus	Duganella	0.0042125575677494885
RH_S002__insert_270	76595	71614	species	Cellulophaga fucicola	0.004137008735989417
RH_S002__insert_270	80864	1129423	family	Comamonadaceae	0.569030441047551
RH_S002__insert_270	83618	10282	genus	Pseudoxanthomonas	0.00048632447718581495
RH_S002__insert_270	85023	279122	family	Microbacteriaceae	0.1406283693231628
RH_S002__insert_270	85413	718787	genus	Bosea	0.0339976378119977
RH_S002__insert_270	86796	38655	species	Marmoricola aurantiacus	0.002233028076768103
RH_S002__insert_270	91360	91736	species	Desulforhopalus singaporensis	0.005299419574450877
RH_S002__insert_270	92487	54885	species	Thiothrix eikelboomii	0.0031706052514142366
RH_S002__insert_270	96492	596601	genus	Frigoribacterium	0.02821840784025816
RH_S002__insert_270	103728	104978	species	Actinokineospora diospyrosa	0.006064385498459756
RH_S002__insert_270	103729	90904	species	Actinokineospora globicatena	0.005251356468517077
RH_S002__insert_270	104662	34283	species	Chitinophaga japonensis	0.001980465697990968
RH_S002__insert_270	106591	1704168	genus	Ensifer	0.08060480564450456
RH_S002__insert_270	110932	455328	genus	Leifsonia	0.0215363889854175
RH_S002__insert_270	114707	47101	species	uncultured Pseudomonas sp.	0.002720937923783583
RH_S002__insert_270	115783	33428	species	Geobacter thiogenes	0.0019310739244652474
RH_S002__insert_270	116849	29334	species	Azomonas agilis	0.0016945710931034932
RH_S002__insert_270	129578	25599	species	Oceanimonas baumannii	0.0014788070298069245
RH_S002__insert_270	130788	13579	species	Sedimentibacter saalensis	0.000784433792638315
RH_S002__insert_270	136099	44722	genus	Knoellia	0.0021152891722139677
RH_S002__insert_270	142842	29377	species	Selenihalanaerobacter shriftii	0.0016970551238188218
RH_S002__insert_270	143223	112445	species	Salegentibacter salegens	0.006495740320584383
RH_S002__insert_270	149698	588400	genus	Massilia	0.02783051180472024
RH_S002__insert_270	158751	90407	species	uncultured Acidovorax sp.	0.005222645694900371
RH_S002__insert_270	158754	51415	species	uncultured Sphingomonas sp.	0.0029701497495028327
RH_S002__insert_270	160236	25559	species	uncultured Herbaspirillum sp.	0.001476496303560107
RH_S002__insert_270	160791	253803	species	Sphingomonas wittichii	0.014661731340524505
RH_S002__insert_270	165695	34723	genus	Sphingobium	0.0016423502063142436
RH_S002__insert_270	165697	116795	genus	Sphingopyxis	0.005524243076533482
RH_S002__insert_270	170623	348982	species	Azotobacter beijerinckii	0.020160046676670186
RH_S002__insert_270	171291	21286	species	Mycoplasma verecundum	0.0012296529722438452
RH_S002__insert_270	172045	67545	species	Elizabethkingia miricola	0.0039019501085319234
RH_S002__insert_270	174951	43308	genus	Ramlibacter	0.0020484089144099664
RH_S002__insert_270	176898	25231	species	Prauserella alba	0.0014575483483362048
RH_S002__insert_270	180163	6358	species	Cetobacterium ceti	0.0003672899369316155
RH_S002__insert_270	182367	48305	species	Rhizobium sp. DCP1	0.002790490783812785
RH_S002__insert_270	185641	64241	species	Prauserella halophila	0.0037110841205448115
RH_S002__insert_270	188872	20009	species	Arenibacter troitsensis	0.0011558830368142018
RH_S002__insert_270	188932	178880	species	Pedobacter cryoconitis	0.010333567775767124
RH_S002__insert_270	190323	94592	genus	Plantibacter	0.004474071673406011
RH_S002__insert_270	191564	40978	species	Nonlabens xylanidelens	0.0023672235035520194
RH_S002__insert_270	196587	105327	species	Albidovulum inexpectatum	0.006084546584963238
RH_S002__insert_270	198092	77311	species	Roseomonas rosea	0.004466113921692376
RH_S002__insert_270	198312	39789	species	Porphyrobacter sanguineus	0.002298537165865374
RH_S002__insert_270	213248	99100	species	Mesonia algae	0.005724824276489949
RH_S002__insert_270	213588	12550	species	Thermomonas hydrothermalis	0.000724990359938939
RH_S002__insert_270	223904	41337	species	Nocardioides sp. NS/27	0.0023879622716172053
RH_S002__insert_270	225004	45032	species	Treponema berlinense	0.0026014156086669564
RH_S002__insert_270	227322	239838	species	uncultured Paenibacillus sp.	0.013854999039604403
RH_S002__insert_270	237019	80569	species	Algoriphagus chordae	0.004654322574495648
RH_S002__insert_270	241145	32929	species	Salegentibacter holothuriorum	0.0019022476145362011
RH_S002__insert_270	244584	7246	species	Mycoplasma testudineum	0.00041858805961096033
RH_S002__insert_270	245876	215049	genus	Nitratireductor	0.01017152232000898
RH_S002__insert_270	255475	48990	family	Aurantimonadaceae	0.02468233895265062
RH_S002__insert_270	261392	53739	species	Treponema porcinum	0.00310440294444292
RH_S002__insert_270	263852	37231	species	Pilibacter termitis	0.0021507662223814055
RH_S002__insert_270	266809	52875	species	Thalassobacter stenotrophicus	0.0030544912575116655
RH_S002__insert_270	270918	25869	species	Salegentibacter mishustinae	0.0014944044319729413
RH_S002__insert_270	279824	116830	species	Algoriphagus alkaliphilus	0.0067490536853917335
RH_S002__insert_270	291403	98300	species	Algoriphagus yeomjeoni	0.005678609751553603
RH_S002__insert_270	292407	94025	species	Dyadobacter crusticola	0.005431650883925
RH_S002__insert_270	293890	408227	species	Agromyces subbeticus	0.02358252108898751
RH_S002__insert_270	321325	12043	species	Williamsia deligens	0.0006957019047605294
RH_S002__insert_270	330227	18875	species	Microbacterium sp. Bt 07	0.0010903739477169303
RH_S002__insert_270	331697	40248	species	Chitinophaga skermanii	0.002325052749547603
RH_S002__insert_270	334858	238489	species	Goodfellowiella coeruleoviolacea	0.01377706979693049
RH_S002__insert_270	349095	94933	species	Megasphaera paucivorans	0.005484104369727753
RH_S002__insert_270	349273	132256	species	uncultured Phenylobacterium sp.	0.007640185262476839
RH_S002__insert_270	351343	115817	species	Pedobacter aquatilis	0.006690534543191084
RH_S002__insert_270	355930	39994	species	Yonghaparkia alkaliphila	0.0023103796378803132
RH_S002__insert_270	361177	20976	genus	Altererythrobacter	0.0009921359884701084
RH_S002__insert_270	366349	126970	species	Rhizobium sp. CHNTR26	0.007334822788959927
RH_S002__insert_270	387889	80718	species	Prauserella salsuginis	0.004662930029765043
RH_S002__insert_270	387890	103670	species	Prauserella aidingensis	0.00598882475018883
RH_S002__insert_270	391736	77531	species	Williamsia serinedens	0.004478822916049871
RH_S002__insert_270	393003	204681	species	Chitinophaga ginsengisegetis	0.011824043973120478
RH_S002__insert_270	402884	125481	species	Gemmobacter changlensis	0.007248806004422153
RH_S002__insert_270	414371	22894	genus	Aureimonas	0.001082854754006229
RH_S002__insert_270	424797	180255	species	Nocardioides terrigena	0.01041299899050147
RH_S002__insert_270	428988	85194	species	Flavobacterium lindanitolerans	0.004921500296783903
RH_S002__insert_270	429344	164252	species	Maribacter polysiphoniae	0.009488535187306026
RH_S002__insert_270	435906	245555	species	Salegentibacter salarius	0.014185259588430772
RH_S002__insert_270	438851	145958	species	Lentzea californiensis	0.008431724538324118
RH_S002__insert_270	440515	46980	species	Arenibacter echinorum	0.0027139479768869606
RH_S002__insert_270	443157	278519	species	Nocardioides hankookensis	0.016089529088432936
RH_S002__insert_270	447422	38614	species	Salegentibacter salinarum	0.0022306595823651148
RH_S002__insert_270	454048	78878	species	Bacillus sp. M5-3	0.004556636622411445
RH_S002__insert_270	468058	64338	species	Mucilaginibacter oryzae	0.0037166876316933437
RH_S002__insert_270	490570	115083	species	Phycicoccus ginsenosidimutans	0.006648132716561986
RH_S002__insert_270	504486	80939	species	Cellulophaga tyrosinoxydans	0.004675696792278708
RH_S002__insert_270	509094	24164	species	Brevundimonas sp. HINF004	0.0013959097257023525
RH_S002__insert_270	526729	20254	species	Promicromonospora flava	0.001170036235075958
RH_S002__insert_270	554335	111802	species	Rhizobium sp. CpLB236	0.006458595396166794
RH_S002__insert_270	561088	40759	species	Aquamicrobium aerolatum	0.0023545722773506946
RH_S002__insert_270	561184	449615	species	Mameliella alba	0.02597342953656941
RH_S002__insert_270	561365	43637	species	Maribacter arcticus	0.002520829030809202
RH_S002__insert_270	563996	14045	species	Sphingomonas hankookensis	0.000811353753413737
RH_S002__insert_270	568105	41795	species	Hwanghaeicola aestuarii	0.0024144200871432635
RH_S002__insert_270	572036	66220	species	Pedobacter luteus	0.0038254073016060993
RH_S002__insert_270	575302	62668	species	Burkholderia sp. IMER-A1-17	0.00362021481088872
RH_S002__insert_270	576117	59173	species	Celeribacter halophilus	0.003418315105073055
RH_S002__insert_270	577679	76116	species	Prauserella flava	0.004397080975068708
RH_S002__insert_270	591202	49463	species	Arcicella aurantiaca	0.0028573863086581467
RH_S002__insert_270	619730	338866	species	Terrabacter carboxydivorans	0.01957566400885008
RH_S002__insert_270	619805	57219	species	Soonwooa buanensis	0.003305436127916028
RH_S002__insert_270	623280	19305	species	Parapedobacter luteus	0.0011152142548702165
RH_S002__insert_270	643671	130998	species	Larkinella arboricola	0.007567512922014434
RH_S002__insert_270	651661	173600	species	Dyadobacter psychrophilus	0.010028551911187237
RH_S002__insert_270	654838	16600	species	Fontibacter flavus	0.0009589513924291943
RH_S002__insert_270	684063	394827	species	Paenibacillus algorifonticola	0.022808427796303706
RH_S002__insert_270	696762	98786	species	Planktotalea frisia	0.005706685075452433
RH_S002__insert_270	745368	30906	species	Gemmiger formicilis	0.0017853826346034144
RH_S002__insert_270	747294	94875	genus	Pseudorhodoferax	0.004487457184692102
RH_S002__insert_270	756689	399456	species	Nocardia amikacinitolerans	0.02307583659121664
RH_S002__insert_270	765201	177875	species	Promicromonospora thailandica	0.01027551077881584
RH_S002__insert_270	875239	96348	species	Modestobacter sp. R-36506	0.005565846310708916
RH_S002__insert_270	889453	84041	species	Alkalitalea saponilacus	0.0048548936127193925
RH_S002__insert_270	906888	98117	species	Nonlabens ulvanivorans	0.005668038178974413
RH_S002__insert_270	908626	50119	genus	Angustibacter	0.0023705598591787455
RH_S002__insert_270	1037355	126627	species	Parabacteroides chartae	0.007315008311393469
RH_S002__insert_270	1071583	108698	species	Microbacterium sp. C23(2011)	0.006279283039413768
RH_S002__insert_270	1150508	50001	species	Leifsonia sp. MN6-25	0.00288846557667784
RH_S002__insert_270	1167741	1243635	species	Pelomonas sp. JGI 001013-K11	0.07184250089901693
RH_S002__insert_270	1172533	139256	species	Rhodococcus sp. I_48-J6PC12A	0.008044562355669872
RH_S002__insert_270	1189325	16985	species	Oceanicella actignis	0.0009811921325548112
RH_S002__insert_270	1243042	43924	species	Paenibacillus sp. AMB_13	0.002537408491630116
RH_S002__insert_270	1255265	172655	species	Nitrobacter sp. NS5-5	0.009973961003606178
RH_S002__insert_270	1256701	310272	species	Rhizobium sp. BA-57-09	0.017923841351312707
RH_S002__insert_270	1259470	507264	species	Nocardioides sp. RHLT1-14	0.029303705971638724
RH_S002__insert_270	1278652	46950	species	Chryseobacterium sp. T85L.09.P.BNT.GC.H.Gill.D.M	0.0027122149322018475
RH_S002__insert_270	1294566	25872	species	Devosia sp. R41	0.0014945777364414527
RH_S002__insert_270	1387244	91652	species	Rhizobium sp. Ia8	0.0052945670493325615
RH_S002__insert_270	1456769	136560	species	Phycicoccus sp. THG-a14	0.007888819406634384
RH_S003__insert_270	68	616040	genus	Lysobacter	0.02854223557277883
RH_S003__insert_270	75	423072	genus	Caulobacter	0.019601682826190972
RH_S003__insert_270	237	399345	genus	Flavobacterium	0.01850236845791079
RH_S003__insert_270	286	1088873	genus	Pseudomonas	0.05044943457379132
RH_S003__insert_270	338	202661	genus	Xanthomonas	0.009389646781726723
RH_S003__insert_270	374	83748	genus	Bradyrhizobium	0.003880194702858713
RH_S003__insert_270	379	1553563	genus	Rhizobium	0.07197935381331245
RH_S003__insert_270	407	2513874	genus	Methylobacterium	0.1164722808718327
RH_S003__insert_270	469	152941	genus	Acinetobacter	0.007086030210272656
RH_S003__insert_270	506	392586	family	Alcaligenaceae	0.21258095258723386
RH_S003__insert_270	543	162382	family	Enterobacteriaceae	0.08792804695791548
RH_S003__insert_270	876	810711	species	Desulfovibrio desulfuricans	0.047920263937946024
RH_S003__insert_270	990	54681	species	Cytophaga xylanolytica	0.003232135683851368
RH_S003__insert_270	1004	180572	species	Chitinophaga sancti	0.010673418640924805
RH_S003__insert_270	1028	136926	species	Marivirga sericea	0.008093550056638182
RH_S003__insert_270	1080	21018	species	Afifella marina	0.0012423515993341024
RH_S003__insert_270	1386	780924	genus	Bacillus	0.03618160634445285
RH_S003__insert_270	1663	981328	genus	Arthrobacter	0.045466682277390924
RH_S003__insert_270	1763	590661	genus	Mycobacterium	0.027366381088327247
RH_S003__insert_270	1827	145805	genus	Rhodococcus	0.006755406560757447
RH_S003__insert_270	1839	517528	genus	Nocardioides	0.0239779983304803
RH_S003__insert_270	1843	298730	species	Nocardioides jensenii	0.017657612202354
RH_S003__insert_270	1883	852138	genus	Streptomyces	0.03948107839834525
RH_S003__insert_270	1933	114625	species	Streptoalloteichus tenebrarius	0.006775361693485179
RH_S003__insert_270	2034	46263	genus	Curtobacterium	0.0021434475753254125
RH_S003__insert_270	2040	117510	genus	Aeromicrobium	0.005444448578269659
RH_S003__insert_270	2063	218225	genus	Kitasatospora	0.010110754752726544
RH_S003__insert_270	2242	133542	species	Halobacterium salinarum	0.007893525420034004
RH_S003__insert_270	12916	432860	genus	Acidovorax	0.020055178381327584
RH_S003__insert_270	13687	1774365	genus	Sphingomonas	0.08220950558745165
RH_S003__insert_270	28122	28750	species	Fibrobacter intestinalis	0.0016993818860431746
RH_S003__insert_270	28898	15650	species	Campylobacter helveticus	0.0009250548353591542
RH_S003__insert_270	29524	35081	species	Porphyromonas circumdentaria	0.0020736005545836734
RH_S003__insert_270	29580	63978	genus	Janthinobacterium	0.0029642152254321865
RH_S003__insert_270	31988	53210	genus	Aminobacter	0.002465314516634572
RH_S003__insert_270	32033	30347	family	Xanthomonadaceae	0.01643256297515649
RH_S003__insert_270	33877	190654	genus	Agromyces	0.008833340985800558
RH_S003__insert_270	33882	858920	genus	Microbacterium	0.03979530059439516
RH_S003__insert_270	33886	213995	genus	Rathayibacter	0.009914771283353038
RH_S003__insert_270	33922	9661	species	Mycoplasma agassizii	0.0005710514226456734
RH_S003__insert_270	34072	32424	genus	Variovorax	0.0015022619411268437
RH_S003__insert_270	36874	11747	species	Porphyromonas cangingivalis	0.0006943526614034494
RH_S003__insert_270	40323	111915	genus	Stenotrophomonas	0.005185222216296901
RH_S003__insert_270	40571	375890	species	Lentzea albidocapillata	0.02221845763981805
RH_S003__insert_270	41275	148222	genus	Brevundimonas	0.0068673904958581
RH_S003__insert_270	41985	113267	species	Agromyces fucosus	0.006695091759528774
RH_S003__insert_270	42197	247433	species	Actinosynnema pretiosum	0.01462550115510681
RH_S003__insert_270	42322	12843	species	Eubacterium ruminantium	0.0007591360543461736
RH_S003__insert_270	44249	623780	genus	Paenibacillus	0.02890084362312184
RH_S003__insert_270	46913	497920	genus	Devosia	0.02306952460294467
RH_S003__insert_270	48464	98098	species	Prosthecobacter fusiformis	0.005798468321984811
RH_S003__insert_270	48467	136031	species	Prosthecobacter debontii	0.008040647559663968
RH_S003__insert_270	49280	272223	species	Gelidibacter algens	0.016090811657889777
RH_S003__insert_270	53254	43145	species	Bosea thiooxidans	0.0025502550077680965
RH_S003__insert_270	53335	45819	genus	Pantoea	0.002122876260809612
RH_S003__insert_270	53355	125029	genus	Terrabacter	0.0057928173031442185
RH_S003__insert_270	55080	35933	genus	Brevibacillus	0.0016648401903068986
RH_S003__insert_270	57028	86287	species	Algoriphagus ratkowskyi	0.005100332688730692
RH_S003__insert_270	59732	132141	genus	Chryseobacterium	0.0061223289897126285
RH_S003__insert_270	60919	130944	genus	Sanguibacter	0.006066869837740977
RH_S003__insert_270	64969	49025	species	Oceanospirillum multiglobuliferum	0.002897815546548405
RH_S003__insert_270	68287	478724	genus	Mesorhizobium	0.022180139572662447
RH_S003__insert_270	72806	131672	species	Williamsia maris	0.007782991711272239
RH_S003__insert_270	75309	117483	genus	Rhodanobacter	0.005443197619954509
RH_S003__insert_270	75654	88535	genus	Duganella	0.00410198497895587
RH_S003__insert_270	76595	55986	species	Cellulophaga fucicola	0.0033092728442439363
RH_S003__insert_270	80864	878449	family	Comamonadaceae	0.47567036323073925
RH_S003__insert_270	83618	15009	genus	Pseudoxanthomonas	0.0006953938278550703
RH_S003__insert_270	85023	311328	family	Microbacteriaceae	0.1685806493534623
RH_S003__insert_270	85413	438205	genus	Bosea	0.020302821795937842
RH_S003__insert_270	86796	89862	species	Marmoricola aurantiacus	0.0053116471319517135
RH_S003__insert_270	91360	61231	species	Desulforhopalus singaporensis	0.003619299209193378
RH_S003__insert_270	92487	41579	species	Thiothrix eikelboomii	0.002457690415297014
RH_S003__insert_270	96492	523586	genus	Frigoribacterium	0.024258676310968407
RH_S003__insert_270	103728	78226	species	Actinokineospora diospyrosa	0.00462385556235177
RH_S003__insert_270	103729	58474	species	Actinokineospora globicatena	0.0034563358749387335
RH_S003__insert_270	104662	44476	species	Chitinophaga japonensis	0.0026289290004749993
RH_S003__insert_270	106591	1565673	genus	Ensifer	0.07254043178355196
RH_S003__insert_270	110932	328193	genus	Leifsonia	0.015205768974964293
RH_S003__insert_270	114707	35653	species	uncultured Pseudomonas sp.	0.0021074108654990367
RH_S003__insert_270	115783	28855	species	Geobacter thiogenes	0.00170558832423568
RH_S003__insert_270	116849	41337	species	Azomonas agilis	0.002443386052986668
RH_S003__insert_270	129578	26556	species	Oceanimonas baumannii	0.0015696968822873929
RH_S003__insert_270	130788	15955	species	Sedimentibacter saalensis	0.0009430830605850035
RH_S003__insert_270	136099	50242	genus	Knoellia	0.002327801765546968
RH_S003__insert_270	142842	23703	species	Selenihalanaerobacter shriftii	0.0014010590902567431
RH_S003__insert_270	143223	110044	species	Salegentibacter salegens	0.006504583661486438
RH_S003__insert_270	149698	415918	genus	Massilia	0.01927022520446566
RH_S003__insert_270	158751	59683	species	uncultured Acidovorax sp.	0.003527798577555297
RH_S003__insert_270	158754	38324	species	uncultured Sphingomonas sp.	0.0022652908313293436
RH_S003__insert_270	160236	39713	species	uncultured Herbaspirillum sp.	0.0023473931422759164
RH_S003__insert_270	160791	358762	species	Sphingomonas wittichii	0.021206039798282485
RH_S003__insert_270	165695	126359	genus	Sphingobium	0.0058544385831127204
RH_S003__insert_270	165697	199357	genus	Sphingopyxis	0.009236566549383918
RH_S003__insert_270	170623	340682	species	Azotobacter beijerinckii	0.020137350250468204
RH_S003__insert_270	171291	14015	species	Mycoplasma verecundum	0.0008284117263615684
RH_S003__insert_270	172045	78379	species	Elizabethkingia miricola	0.004632899229432277
RH_S003__insert_270	174951	54004	genus	Ramlibacter	0.002502101957457873
RH_S003__insert_270	176898	80549	species	Prauserella alba	0.004761165618744058
RH_S003__insert_270	180163	10453	species	Cetobacterium ceti	0.0006178656992977149
RH_S003__insert_270	182367	44559	species	Rhizobium sp. DCP1	0.0026338350420938373
RH_S003__insert_270	185641	287953	species	Prauserella halophila	0.01702059520806227
RH_S003__insert_270	188872	21841	species	Arenibacter troitsensis	0.0012909982529763122
RH_S003__insert_270	188932	222152	species	Pedobacter cryoconitis	0.013131168165156986
RH_S003__insert_270	190323	63346	genus	Plantibacter	0.0029349335344997854
RH_S003__insert_270	191564	47999	species	Nonlabens xylanidelens	0.002837169779067351
RH_S003__insert_270	196587	206356	species	Albidovulum inexpectatum	0.01219748342526349
RH_S003__insert_270	198092	227000	species	Roseomonas rosea	0.013417728282845239
RH_S003__insert_270	198312	49215	species	Porphyrobacter sanguineus	0.0029090462442300812
RH_S003__insert_270	213248	140464	species	Mesonia algae	0.008302677469258033
RH_S003__insert_270	213588	9920	species	Thermomonas hydrothermalis	0.0005863606368538536
RH_S003__insert_270	223904	30549	species	Nocardioides sp. NS/27	0.0018057188604081022
RH_S003__insert_270	225004	59086	species	Treponema berlinense	0.0034925105432607657
RH_S003__insert_270	227322	217398	species	uncultured Paenibacillus sp.	0.012850164287374403
RH_S003__insert_270	237019	78230	species	Algoriphagus chordae	0.004624091998092436
RH_S003__insert_270	241145	43317	species	Salegentibacter holothuriorum	0.002560421744616772
RH_S003__insert_270	244584	7681	species	Mycoplasma testudineum	0.0004540157310155695
RH_S003__insert_270	245876	145508	genus	Nitratireductor	0.006741646019290797
RH_S003__insert_270	255475	71668	family	Aurantimonadaceae	0.038807424895492645
RH_S003__insert_270	261392	33859	species	Treponema porcinum	0.0020013694358099426
RH_S003__insert_270	263852	34177	species	Pilibacter termitis	0.0020201660771929594
RH_S003__insert_270	266809	49702	species	Thalassobacter stenotrophicus	0.0029378322956562734
RH_S003__insert_270	270918	57023	species	Salegentibacter mishustinae	0.003370568810011824
RH_S003__insert_270	279824	81012	species	Algoriphagus alkaliphilus	0.004788533055726249
RH_S003__insert_270	291403	62343	species	Algoriphagus yeomjeoni	0.00368502834509877
RH_S003__insert_270	292407	110978	species	Dyadobacter crusticola	0.006559791406932154
RH_S003__insert_270	293890	397914	species	Agromyces subbeticus	0.02352027282792987
RH_S003__insert_270	321325	46440	species	Williamsia deligens	0.0027450189491424358
RH_S003__insert_270	330227	29530	species	Microbacterium sp. Bt 07	0.0017454868554732156
RH_S003__insert_270	331697	82426	species	Chitinophaga skermanii	0.00487211309005199
RH_S003__insert_270	334858	141116	species	Goodfellowiella coeruleoviolacea	0.008341216494986734
RH_S003__insert_270	349095	118338	species	Megasphaera paucivorans	0.0069948331697592065
RH_S003__insert_270	349273	175328	species	uncultured Phenylobacterium sp.	0.01036345138491053
RH_S003__insert_270	351343	62366	species	Pedobacter aquatilis	0.0036863878506076045
RH_S003__insert_270	355930	100785	species	Yonghaparkia alkaliphila	0.005957294030777786
RH_S003__insert_270	361177	21787	genus	Altererythrobacter	0.0010094306967471794
RH_S003__insert_270	366349	195297	species	Rhizobium sp. CHNTR26	0.011543797711254742
RH_S003__insert_270	387889	49338	species	Prauserella salsuginis	0.0029163166432555876
RH_S003__insert_270	387890	62401	species	Prauserella aidingensis	0.0036884566633384394
RH_S003__insert_270	391736	46176	species	Williamsia serinedens	0.0027294141902584217
RH_S003__insert_270	393003	169567	species	Chitinophaga ginsengisegetis	0.01002292480941506
RH_S003__insert_270	402884	86100	species	Gemmobacter changlensis	0.005089279317854516
RH_S003__insert_270	414371	21153	genus	Aureimonas	0.0009800563422358785
RH_S003__insert_270	424797	127213	species	Nocardioides terrigena	0.007519424969363839
RH_S003__insert_270	428988	73776	species	Flavobacterium lindanitolerans	0.004360820800859869
RH_S003__insert_270	429344	124313	species	Maribacter polysiphoniae	0.007348009057380353
RH_S003__insert_270	435906	161490	species	Salegentibacter salarius	0.00954550194007347
RH_S003__insert_270	438851	163392	species	Lentzea californiensis	0.00965792713476057
RH_S003__insert_270	440515	79599	species	Arenibacter echinorum	0.004705012130335675
RH_S003__insert_270	443157	180809	species	Nocardioides hankookensis	0.010687427458559317
RH_S003__insert_270	447422	53150	species	Salegentibacter salinarum	0.003141639904111121
RH_S003__insert_270	454048	47283	species	Bacillus sp. M5-3	0.00279484778148798
RH_S003__insert_270	468058	144374	species	Mucilaginibacter oryzae	0.008533793405759906
RH_S003__insert_270	490570	78719	species	Phycicoccus ginsenosidimutans	0.004652996267388962
RH_S003__insert_270	504486	66785	species	Cellulophaga tyrosinoxydans	0.0039475902351093365
RH_S003__insert_270	509094	14865	species	Brevundimonas sp. HINF004	0.0008786543212532797
RH_S003__insert_270	526729	28978	species	Promicromonospora flava	0.0017128587232611864
RH_S003__insert_270	554335	105895	species	Rhizobium sp. CpLB236	0.006259340689479721
RH_S003__insert_270	561088	24345	species	Aquamicrobium aerolatum	0.001439007026633777
RH_S003__insert_270	561184	469831	species	Mameliella alba	0.02777121011831481
RH_S003__insert_270	561365	83652	species	Maribacter arcticus	0.004944580644566388
RH_S003__insert_270	563996	315302	species	Sphingomonas hankookensis	0.01863716547593687
RH_S003__insert_270	568105	46192	species	Hwanghaeicola aestuarii	0.0027303599332210893
RH_S003__insert_270	572036	76943	species	Pedobacter luteus	0.004548018798532869
RH_S003__insert_270	575302	39559	species	Burkholderia sp. IMER-A1-17	0.0023382903662602416
RH_S003__insert_270	576117	37299	species	Celeribacter halophilus	0.0022047041727834564
RH_S003__insert_270	577679	82513	species	Prauserella flava	0.004877255567411494
RH_S003__insert_270	591202	204922	species	Arcicella aurantiaca	0.012112721212234414
RH_S003__insert_270	619730	270351	species	Terrabacter carboxydivorans	0.01598015973125768
RH_S003__insert_270	619805	45193	species	Soonwooa buanensis	0.002671310106989537
RH_S003__insert_270	623280	88885	species	Parapedobacter luteus	0.0052538977022938286
RH_S003__insert_270	643671	135295	species	Larkinella arboricola	0.007997143383381262
RH_S003__insert_270	651661	116029	species	Dyadobacter psychrophilus	0.0068583506384592525
